Article,Area,BU - Positions,Fees 01/26,Fees 02/26,Fees 03/26,Fees 04/26,Fees 05/26,Fees 06/26,Fees 07/26,Fees 08/26,Fees 09/26,Fees 10/26,Fees 11/26,Fees 12/25,Fees 12/26,Market,Nb pos.,Site,Sold pos. 02/26,Tags,Topic,Traffic 30 days (18/09),Traffic 30 days (19/02),Traffic July,URL
Slots que mais pagam,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-25425822504180108118c9cbb9387a49?pvs=21), 3 (https://www.notion.so/3-2542582250418002b8d7e144249743ec?pvs=21), 2 (https://www.notion.so/2-254258225041801292ebd0b0ec8fb3dd?pvs=21), 4 (https://www.notion.so/4-25425822504180f4ab0ff2924e544644?pvs=21), 5 (https://www.notion.so/5-254258225041806b8af4fdb36932c68a?pvs=21), 6 (https://www.notion.so/6-25425822504180758763d2b4c8ba00d5?pvs=21), 7 (https://www.notion.so/7-2542582250418053ac68fd5f447391af?pvs=21), 8 (https://www.notion.so/8-2542582250418029aec9e04aca971e35?pvs=21), 9 (https://www.notion.so/9-2542582250418026956dc2f52661eaef?pvs=21), 10 (https://www.notion.so/10-254258225041805ca7bfd5b0ad97bb14?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,Casino,45,50,,https://www.umdoisesportes.com.br/apostas/cassino/slots-que-mais-pagam/
Minutos pagantes Fortune Tiger,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-25425822504180fba23efc7964ad2de0?pvs=21), 2 (https://www.notion.so/2-25425822504180d5b503f6279771889c?pvs=21), 3 (https://www.notion.so/3-25425822504180ce9230e3cabe9f97ea?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),3,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,Casino,93,,,https://www.umdoisesportes.com.br/apostas/guias/cassinos/minutos-pagantes-fortune-tiger/
Jogo de aposta,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-254258225041807db53dfda325bbabb2?pvs=21), 2 (https://www.notion.so/2-25425822504180c48731d80b81f38712?pvs=21), 3 (https://www.notion.so/3-254258225041808f87eefa68dba106e0?pvs=21), 4 (https://www.notion.so/4-25425822504180259e9bd462e6480ccb?pvs=21), 5 (https://www.notion.so/5-25425822504180918dc5c97769a24f99?pvs=21), 6 (https://www.notion.so/6-25425822504180e6afa3e012e0d5e334?pvs=21), 7 (https://www.notion.so/7-25425822504180da9e52f27bd7c77997?pvs=21), 8 (https://www.notion.so/8-25425822504180fdb6e7da4b78c2a94f?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),8,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,,General,,0,,https://placar.com.br/apostas/casas/jogo-de-aposta/
Como jogar roleta online,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,,0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),0,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,Casino,17,25,,https://www.umdoisesportes.com.br/apostas/guias/cassinos/como-jogar-roleta-online/
Slots com 99% RTP,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,1 (https://www.notion.so/1-25725822504180bf97eafe36ff8d8bbe?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),1,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,Casino,,37,,https://www.umdoisesportes.com.br/apostas/cassino/99-rtp-slots/
Melhores odds no Brasil,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-25725822504180189f55fef4a9a9adc6?pvs=21), 2 (https://www.notion.so/2-2572582250418051a292fa799af6d615?pvs=21), 3 (https://www.notion.so/3-2572582250418063abf7ec43844785f8?pvs=21), 4 (https://www.notion.so/4-25725822504180dfa82dfc66815dbd17?pvs=21), 5 (https://www.notion.so/5-257258225041808bb357c8207aa8fd17?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,,Sports betting,,0,,https://placar.com.br/apostas/casas/odds-mais-altas/
Plataforma sem taxa de saque,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-2572582250418025af80fa26e51cbfc6?pvs=21), 2 (https://www.notion.so/2-257258225041808ebda3f68079d9a5b8?pvs=21), 3 (https://www.notion.so/3-2572582250418091b08ff64aa9242ef0?pvs=21), 4 (https://www.notion.so/4-2572582250418056b5c7e09f11f1c895?pvs=21), 5 (https://www.notion.so/5-257258225041807389ffde37ece067ef?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,,Sports betting,11,69,,https://placar.com.br/apostas/casas/plataformas-sem-taxa-de-saque/
Home,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-25d25822504180a88f1cdbd843296a82?pvs=21), 2 (https://www.notion.so/2-25d2582250418026925beaaf6861a5cc?pvs=21), 3 (https://www.notion.so/3-25e258225041808bbd98dd3d9e87010e?pvs=21), 4 (https://www.notion.so/4-26a2582250418015a063cfe10be77ae1?pvs=21)",4000,3000,3000,3000,3000,3000,0,0,0,0,0,7300,0,France (https://www.notion.so/France-20925822504180d0b973fd200b1878b7?pvs=21),4,Basket USA (https://www.notion.so/Basket-USA-2392582250418056b97ed14d8e4847c7?pvs=21),1,,General,,,,https://www.basketusa.com/
AlAireLibre Media deal - Listing fee,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,"1 (https://www.notion.so/1-25d258225041800daf3bc35f71b04ed1?pvs=21), 2 (https://www.notion.so/2-25d25822504180e082d3c7c19b9f8858?pvs=21), 3 (https://www.notion.so/3-269258225041808c8688c0917fc104cb?pvs=21), 4 (https://www.notion.so/4-28f2582250418082b67edb10e9e37428?pvs=21), 5 (https://www.notion.so/5-2922582250418019afd6db75fc850426?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,12000,0,Chile (https://www.notion.so/Chile-2092582250418084b8e9fac54f748ddb?pvs=21),5,Al Aire Libre (https://www.notion.so/Al-Aire-Libre-209258225041801dbe98d657e37f9ba4?pvs=21),0,,General,,,,https://www.alairelibre.cl/
Solobasket Media Deal,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-25d258225041805ba2e1e9d4f994aa72?pvs=21), 2 (https://www.notion.so/2-25e258225041805c9896cc56d8994d36?pvs=21)",5000,5000,5000,5000,5000,1500,1500,1500,1500,1500,1500,1500,1500,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),2,SoloBasket (https://www.notion.so/SoloBasket-22525822504180f9ad13f0bd7c743194?pvs=21),2,,General,,,,https://www.solobasket.com/
TopMercato CL Media Deal,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,"1 (https://www.notion.so/1-25d25822504180e08cd3e64a88fe0617?pvs=21), 2 (https://www.notion.so/2-25d258225041803cbbd8d5a75a4a2354?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Chile (https://www.notion.so/Chile-2092582250418084b8e9fac54f748ddb?pvs=21),2,Topmercato (https://www.notion.so/Topmercato-2092582250418050815dc4c8233a5f7d?pvs=21),0,,General,,,,https://www.topmercato.com/cl/
Sites app Belgique  Casino & Sport,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-25e25822504180c1bdfdcb86f3632af5?pvs=21), 2 (https://www.notion.so/2-25e2582250418045b431f75ecaf90d91?pvs=21), 3 (https://www.notion.so/3-25e258225041808393bbe58cb011b1fa?pvs=21), 4 (https://www.notion.so/4-25e258225041806bbe5fd8c292039805?pvs=21), 5 (https://www.notion.so/5-25e2582250418009a78dc205f748fb4c?pvs=21), 6 (https://www.notion.so/6-25e25822504180368817d064e8bed2c3?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Belgium (https://www.notion.so/Belgium-2092582250418090be61f3e103496ce4?pvs=21),6,Topmercato (https://www.notion.so/Topmercato-2092582250418050815dc4c8233a5f7d?pvs=21),0,,Sports betting,,,,https://www.topmercato.com/be/meilleures-applications-paris-sportifs-belgique/
Sites de casino Belgique,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"6 (https://www.notion.so/6-25e25822504180bba9dee36f4eb53e97?pvs=21), 1 (https://www.notion.so/1-25e258225041802b9574fdf1a5bcd356?pvs=21), 2 (https://www.notion.so/2-25e258225041808499afdccd79d52665?pvs=21), 3 (https://www.notion.so/3-25e258225041804aad6cfc1234ca4858?pvs=21), 4 (https://www.notion.so/4-25e258225041801c9723e4aa21d3fd00?pvs=21), 5 (https://www.notion.so/5-25e258225041800ab2a3f65b365fa5c3?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Belgium (https://www.notion.so/Belgium-2092582250418090be61f3e103496ce4?pvs=21),6,Topmercato (https://www.notion.so/Topmercato-2092582250418050815dc4c8233a5f7d?pvs=21),0,,Casino,,,,https://www.topmercato.com/be/meilleurs-casinos-belgique/
Site paris sportifs,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-25e25822504180c9b61feca2d8e562e7?pvs=21), 2 (https://www.notion.so/2-25e25822504180a18df3f7b72a127021?pvs=21), 3 (https://www.notion.so/3-25e258225041807199eec56c021168fa?pvs=21), 4 (https://www.notion.so/4-25e258225041807c9e91fb050c80b250?pvs=21), 5 (https://www.notion.so/5-25e25822504180dda4b1e465f26d6952?pvs=21), 6 (https://www.notion.so/6-25e258225041800c993dd4d39bc38255?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,250,0,Belgium (https://www.notion.so/Belgium-2092582250418090be61f3e103496ce4?pvs=21),6,Topmercato (https://www.notion.so/Topmercato-2092582250418050815dc4c8233a5f7d?pvs=21),0,,Sports betting,,,,https://www.topmercato.com/be/meilleurs-sites-de-paris-sportifs-en-belgique/
All odds,https://www.notion.so/2c625822504180aaaf8ceae8a064a572,1 (https://www.notion.so/1-25e2582250418027bb24db4c6b9d9362?pvs=21),0,0,0,0,0,0,0,0,0,0,0,0,0,Africa FR (https://www.notion.so/Africa-FR-20925822504180ee9c6ed90898f0d9b6?pvs=21),1,Afrik-foot (https://www.notion.so/Afrik-foot-1ea25822504180dcbae8d547101fd6f6?pvs=21),0,Tips,Sports betting,,,,https://www.afrik-foot.com/pronostics-foot
Casino app,https://www.notion.so/2c625822504180138eecf3a517f29ace,"1 (https://www.notion.so/1-25e2582250418049a691f7969552f556?pvs=21), 2 (https://www.notion.so/2-25e25822504180e4bb9dc95b111d856b?pvs=21), 3 (https://www.notion.so/3-25e25822504180bd8486cd5db27950df?pvs=21), 4 (https://www.notion.so/4-2d2258225041802cae67fbac1e44904a?pvs=21), 5 (https://www.notion.so/5-2d2258225041803d852aff0598c210bb?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom (https://www.notion.so/United-Kingdom-20925822504180e5985dfae1db5eed57?pvs=21),5,Sportsmole (https://www.notion.so/Sportsmole-209258225041809aa410fc0d0f37d769?pvs=21),0,Apps,Casino,,,,https://www.sportsmole.co.uk/online/casino/apps/
HP At-madrid,https://www.notion.so/2c625822504180e19b32d1b9e62de502,1 (https://www.notion.so/1-25e258225041804694d2d79150f2eea2?pvs=21),0,0,0,0,0,0,0,0,0,0,0,250,0,Spain (https://www.notion.so/Spain-209258225041801886dcdbe58e401542?pvs=21),1,AT Madrid (https://www.notion.so/AT-Madrid-22525822504180d4a8a3ca10d3852672?pvs=21),0,,,,,,https://at-madrid.es/
Pronosticos champions league,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,1 (https://www.notion.so/1-25e25822504180ed8acbecd65ad17e07?pvs=21),0,0,0,0,0,0,0,0,0,0,0,150,0,Mexico (https://www.notion.so/Mexico-209258225041804a9b8efec197917e8c?pvs=21),1,Balón Latino (https://www.notion.so/Bal-n-Latino-2252582250418031bf71ede5f8883aae?pvs=21),0,,,,,,https://balonlatino.net/pronosticos-champions-league/
Pronosticos liga MX,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,1 (https://www.notion.so/1-25e25822504180718d5cee09f9541801?pvs=21),0,0,0,0,0,0,0,0,0,0,0,150,0,Mexico (https://www.notion.so/Mexico-209258225041804a9b8efec197917e8c?pvs=21),1,Balón Latino (https://www.notion.so/Bal-n-Latino-2252582250418031bf71ede5f8883aae?pvs=21),0,,,,,,https://balonlatino.net/pronosticos-liga-mx/
Homepage,https://www.notion.so/2c625822504180dfae3fe0f2546a2e3f,1 (https://www.notion.so/1-25e2582250418058bf86fdeb459f5dba?pvs=21),0,0,0,0,0,0,0,0,0,0,0,150,0,Mexico (https://www.notion.so/Mexico-209258225041804a9b8efec197917e8c?pvs=21),1,Códigos promociones (https://www.notion.so/C-digos-promociones-25325822504180408ccbc6a9aefb3ca2?pvs=21),0,,,,,,https://codigospromociones.mx/
PG Soft,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-26b258225041808c891ef1a7c88b9d69?pvs=21), 2 (https://www.notion.so/2-26b2582250418033a6e1f90f2cd87139?pvs=21), 3 (https://www.notion.so/3-26b25822504180f2b8b0c566ac4c924f?pvs=21), 4 (https://www.notion.so/4-26b25822504180d89329f677bc540ca8?pvs=21), 5 (https://www.notion.so/5-26b258225041807baa8bee09bc6f69c3?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Games,Casino,,0,,https://placar.com.br/apostas/cassinos-online/jogos/jogos-pg-soft/
Slots com 99% RTP,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-26b25822504180bfb881f7da633d639f?pvs=21), 2 (https://www.notion.so/2-26b25822504180c1b6d5f07301756e8b?pvs=21), 3 (https://www.notion.so/3-26b25822504180549898df33c64428c7?pvs=21), 4 (https://www.notion.so/4-26b25822504180999296c9c2d9346969?pvs=21), 5 (https://www.notion.so/5-26b25822504180589186d774b5cad513?pvs=21), 6 (https://www.notion.so/6-26b258225041809f8cc2d7968f6de07a?pvs=21), 7 (https://www.notion.so/7-26b2582250418093a4cdf9908e61806b?pvs=21), 8 (https://www.notion.so/8-26b25822504180619793dd8911ab9bd5?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),8,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,Casino,119,37,,https://www.umdoisesportes.com.br/apostas/cassino/99-rtp-slots/
Raspadinha online,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-26b258225041803094d5d08f4fbff2b8?pvs=21), 2 (https://www.notion.so/2-26b25822504180179dc9e8cb7f05804b?pvs=21), 3 (https://www.notion.so/3-26b25822504180cabd6ac8d2528fc6d7?pvs=21), 5 (https://www.notion.so/5-26b25822504180fa925deceb4a4b91d4?pvs=21), 4 (https://www.notion.so/4-26b25822504180849624e9ab5aafdd23?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,Casino,67,455,,https://www.umdoisesportes.com.br/apostas/cassino/jogos/raspadinha-online/
Plataforma de 20 reais,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-26b25822504180dda452c609cb8130cc?pvs=21), 2 (https://www.notion.so/2-26b25822504180f29a79e2b35b716a0d?pvs=21), 3 (https://www.notion.so/3-26b2582250418069be5ac83492b25968?pvs=21), 4 (https://www.notion.so/4-26b25822504180cc98f7d30e0dc9741b?pvs=21), 5 (https://www.notion.so/5-26b25822504180c1b2d8c93526359f6d?pvs=21), 6 (https://www.notion.so/6-26b258225041803b8af8d21974176388?pvs=21), 7 (https://www.notion.so/7-26b2582250418027b8efc077b51bb158?pvs=21), 9 (https://www.notion.so/9-26b258225041800a9142f707ba9599f6?pvs=21), 10 (https://www.notion.so/10-26b2582250418053b0fbc4d55978fc58?pvs=21), 8 (https://www.notion.so/8-26b258225041805fbc3adf41169e41ec?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,General,82,2,,https://www.umdoisesportes.com.br/apostas/pagamento/casas-de-apostas-com-deposito-minimo-de-20-reais/
Baccarat,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-26b2582250418001b4f5f34b43e04036?pvs=21), 2 (https://www.notion.so/2-26b2582250418067bd26e2dafc7c19c5?pvs=21), 3 (https://www.notion.so/3-26b2582250418054a837c779569e4ab2?pvs=21), 4 (https://www.notion.so/4-26b25822504180489f69c807a61261c4?pvs=21), 5 (https://www.notion.so/5-26b25822504180e2b5e2cdbda7caee9a?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,Casino,14,38,,https://www.umdoisesportes.com.br/apostas/guias/cassinos/como-jogar-baccarat-online/
Premier League 2025/26,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-26b25822504180348799fad8b402be66?pvs=21), 2 (https://www.notion.so/2-26b258225041808f9630fd4d7ae950ad?pvs=21), 3 (https://www.notion.so/3-26b258225041800f9abfd63926b29efd?pvs=21), 4 (https://www.notion.so/4-26b2582250418073b70fc00d74973bc9?pvs=21), 5 (https://www.notion.so/5-26b2582250418065bfe4ea393ac042dc?pvs=21), 6 (https://www.notion.so/6-26b258225041807a8db4ece7d2af0dec?pvs=21), 7 (https://www.notion.so/7-26b25822504180c6bf34eedb13e53a0f?pvs=21), 8 (https://www.notion.so/8-26b258225041807f9706f7d1599b474f?pvs=21), 9 (https://www.notion.so/9-26b258225041801da65ad88135c05ad4?pvs=21), 10 (https://www.notion.so/10-26b25822504180739185ffa0326c8de7?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Competition,Sports betting,,9,,https://placar.com.br/apostas/onde-apostar/apostas-premier-league/
Apostar em cartões,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-26b2582250418093a145dca89286bfd4?pvs=21), 2 (https://www.notion.so/2-26b25822504180ada7e5fbda7f89d4a9?pvs=21), 3 (https://www.notion.so/3-26b258225041803099ffd1f83a0087f6?pvs=21), 4 (https://www.notion.so/4-26b25822504180089397fb00fc199617?pvs=21), 5 (https://www.notion.so/5-26b258225041806a9ab0e62d4b505510?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Guides,Sports betting,8,50,,https://placar.com.br/apostas/guias/como-apostar-em-cartoes/
Alavancagem-da-banca,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-27725822504180c3bf26d4fa4809ee34?pvs=21), 2 (https://www.notion.so/2-2772582250418044acbdc7148e455117?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),2,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,,Sports betting,,189,,https://placar.com.br/apostas/guias/alavancagem-da-banca/
Casas de Apostas para saque,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-2c6258225041809e82bae43f8c749f94?pvs=21), 2 (https://www.notion.so/2-2c625822504180b0aa35ff2d3c20c4f7?pvs=21), 4 (https://www.notion.so/4-2c625822504180fdb093e901ff52d882?pvs=21), 3 (https://www.notion.so/3-2c625822504180b88277e660035dc4db?pvs=21), 5 (https://www.notion.so/5-2c625822504180aab0fbc2fa340c9223?pvs=21), 6 (https://www.notion.so/6-2c625822504180fdbb84d62fd336c644?pvs=21), 8 (https://www.notion.so/8-2c625822504180dd9ed0d281e69cb0d5?pvs=21), 10 (https://www.notion.so/10-2c6258225041804fba2de391c78767a8?pvs=21), 11 (https://www.notion.so/11-2c6258225041806f8c3ce52f3e677863?pvs=21), 9 (https://www.notion.so/9-2c625822504180acadc3efaa22ca24dc?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Tribuna do Paraná (https://www.notion.so/Tribuna-do-Paran-1ea25822504180f5a7e3fc4ce32018ed?pvs=21),1,Payment,General,,2,,https://www.tribunapr.com.br/conteudo-publicitario/apostas/melhores-casas-para-saque/
Casas de aposta que pagam por indicação,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-27725822504180af9c0dc04d189a29e9?pvs=21), 2 (https://www.notion.so/2-27725822504180acbd26f18368db214c?pvs=21), 3 (https://www.notion.so/3-277258225041809184e9cd22d374ebe2?pvs=21), 4 (https://www.notion.so/4-27725822504180729545e62c126c02b5?pvs=21), 5 (https://www.notion.so/5-277258225041804ebe8ff1ef5fdbc7e6?pvs=21), 6 (https://www.notion.so/6-277258225041801b8bc3d4100453ed3e?pvs=21), 7 (https://www.notion.so/7-277258225041804a9881cde809b73678?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),7,Trivela (https://www.notion.so/Trivela-4ac3c78012d94951836307a829f1608b?pvs=21),0,,Sports betting,,14,,https://trivela.com.br/apostas/casas/casas-de-aposta-pagam-por-indicacao/
Bets com depósito de 1 real,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-27725822504180bea165dda577537a43?pvs=21), 2 (https://www.notion.so/2-27725822504180238eb4dff2f2ab0a14?pvs=21), 3 (https://www.notion.so/3-2772582250418074b4faf152afedf42f?pvs=21), 4 (https://www.notion.so/4-27725822504180ca874ac3c17f242e71?pvs=21), 5 (https://www.notion.so/5-27725822504180b59e68f637764d2da8?pvs=21), 6 (https://www.notion.so/6-2772582250418087918dcfb9a6bd5610?pvs=21), 7 (https://www.notion.so/7-27725822504180e4baf3e88322c60432?pvs=21), 8 (https://www.notion.so/8-27725822504180b29de8ef55fc123d25?pvs=21), 9 (https://www.notion.so/9-277258225041807daf79c6f7dcbe155c?pvs=21), 10 (https://www.notion.so/10-2772582250418060a91acba1863c26c1?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Lakers Brasil (https://www.notion.so/Lakers-Brasil-eb6ad6f82fe24bcd8aa6972cfccc2ba1?pvs=21),0,,Sports betting,,3,,https://lakersbrasil.com/apostas/bets-com-deposito-1-real/
Apostas de valor,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-277258225041809688add5a9a2fffa28?pvs=21), 2 (https://www.notion.so/2-2772582250418054a1e4ff64a5a4677e?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),2,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,,General,,43,,https://placar.com.br/apostas/guias/apostas-de-valor/
Grupos de apostas esportivas Telegram,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-2772582250418095a257d230b1f40085?pvs=21), 2 (https://www.notion.so/2-2772582250418092ab20c7a83900affe?pvs=21), 3 (https://www.notion.so/3-277258225041802192c5e67236d2fcba?pvs=21), 4 (https://www.notion.so/4-2772582250418093a7dcc43d0222c8cd?pvs=21), 7 (https://www.notion.so/7-27725822504180cc8f0bed34c02f07f9?pvs=21), 5 (https://www.notion.so/5-2772582250418011ab37f17a58d4dbf3?pvs=21), 8 (https://www.notion.so/8-27725822504180d18aa6c54c01afed38?pvs=21), 9 (https://www.notion.so/9-27725822504180bb82dac8bbb2d5d062?pvs=21), 6 (https://www.notion.so/6-27725822504180f6bb1cedf0e872196c?pvs=21), 10 (https://www.notion.so/10-27725822504180a489c5e959febdb638?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,,Sports betting,,161,,https://placar.com.br/apostas/casas/melhores-grupos-apostas-telegram/
